company,segment,emotion_score,emotional_entry_count,average_sentiment_score,sentiment_entry_count,percentage_difference,starting_time
apple,output090,-0.5,4.0,-0.1752569462571825,14.0,-0.0207723705570336,14:33:30
apple,output091,,,-0.8174729347229004,2.0,0.172845388858217,14:34:30
apple,output104,,,-0.5027840998437669,9.0,-0.0127751380456808,14:47:30
apple,output105,,,-0.0960521830452812,9.0,0.0337518292990975,14:48:30
apple,output106,,,0.4115187850865451,11.0,-0.022805883901895,14:49:30
apple,output107,-0.5,2.0,0.1096669164570895,11.0,0.0304635751998085,14:50:30
apple,output108,0.0,1.0,0.0881176807663657,11.0,-0.0014510860461983,14:51:30
apple,output109,0.0,2.0,-0.2618340477347374,8.0,-0.0453498913529904,14:52:30
apple,output110,-1.0,3.0,0.5622090619543324,23.0,-0.0366328536439448,14:53:30
apple,output111,0.0,3.0,0.0697458982467651,11.0,0.0831911195491542,14:54:30
apple,output112,0.3333333333333333,3.0,0.2180174497457651,13.0,0.0492312227090706,14:55:30
apple,output113,-1.0,1.0,-0.99833881855011,1.0,0.102309925872525,14:56:30
apple,output114,,,-0.396055485521044,7.0,-0.0694917823752676,14:57:30
apple,output115,-1.0,1.0,-0.1483831324360587,22.0,0.1394177508227947,14:58:30
apple,output116,0.0,2.0,-0.0224680602550506,14.0,-0.0150635283581264,14:59:30
apple,output117,-1.0,1.0,0.5667010426521302,15.0,0.0234162031865668,15:00:30
apple,output118,,,-0.9984941482543944,2.0,-0.0448229724972609,15:01:30
apple,output119,,,-0.1738127470016479,11.0,-0.0515378749483408,15:02:30
apple,output120,-1.0,3.0,-0.0337927384035928,14.0,-0.1039748089463188,15:03:30
apple,output121,,,-0.9973032474517822,1.0,-0.0178721452170522,15:04:30
apple,output122,,,-0.4152961552143097,10.0,-0.0418568743371936,15:05:30
apple,output123,-1.0,1.0,0.2030269615352153,16.0,-0.0758923493601739,15:06:30
apple,output124,,,0.279300798069347,11.0,0.0456688700171658,15:07:30
apple,output125,-1.0,2.0,0.0957750545607672,9.0,-0.0327236424381317,15:08:30
apple,output126,,,-0.6067426681518555,10.0,-0.0472556283973212,15:09:30
apple,output127,,,-0.1862916435514177,14.0,0.0480449543988568,15:10:30
apple,output128,-1.0,8.0,0.643319833278656,20.0,0.0783515858340115,15:11:30
apple,output129,-0.0909090909090909,22.0,0.2640398740768432,10.0,0.0426454249794764,15:12:30
apple,output130,-0.6190476190476191,21.0,0.0612836342591505,13.0,-0.1460055203482879,15:13:30
apple,output131,-0.5,10.0,0.0458868628456479,21.0,0.1548835195777822,15:14:30
apple,output132,-0.8333333333333334,12.0,-0.0892406026522318,15.0,-0.2865012992008315,15:15:30
apple,output133,-0.1428571428571428,7.0,0.4495565242627087,34.0,0.057946571896168,15:16:30
apple,output134,0.5,14.0,0.6148091063779944,17.0,0.0880232520472256,15:17:30
apple,output135,-0.2857142857142857,7.0,-0.0953575785343464,13.0,0.0103163502956858,15:18:30
apple,output136,-0.2857142857142857,7.0,-0.0296582579612732,12.0,0.0702736305726507,15:19:30
apple,output137,-0.625,8.0,0.0595019144170424,17.0,0.0360005494110509,15:20:30
apple,output138,-0.3333333333333333,6.0,-0.3347118033303154,9.0,-0.0520905943968287,15:21:30
apple,output139,,,0.2208789174373333,13.0,0.0143021001928543,15:22:30
apple,output140,-1.0,1.0,-0.0854355891545613,15.0,-0.0159968654097685,15:23:30
